-> Cluster1
Point11	78.468080 92.307929 24.858135
Point1968	34.251516 64.647099 92.640813
Point2073	53.166044 61.115634 83.269203
Point2108	33.044878 44.236777 83.247092
Point2137	55.221355 69.109842 90.637681
Point2230	39.688474 48.794871 93.334678
Point2308	54.269855 62.751702 96.532854
Point2367	54.525391 37.095286 97.944007
Point2387	40.068634 65.816818 93.429552
Point2466	46.925382 74.375319 89.617575
Point2509	56.791715 53.871872 89.552296
Point2518	47.703638 65.116028 72.804267
Point2525	60.538407 60.328728 94.032592
Point2578	47.869664 70.018466 86.852819
Point2621	56.625613 32.961532 95.907605
Point2640	46.079331 66.110412 96.608103
Point2664	62.383844 53.122332 94.253220
Point2729	61.629127 72.161665 97.930237
Point2755	52.634598 48.541770 97.496991
Point2795	34.910554 64.435861 94.756100
Point2835	55.753532 64.335707 82.584153
Point2842	70.892519 58.148496 89.198616
Point2855	49.622904 32.846756 87.167583
Point2902	45.161117 41.487803 95.420198
Point2906	64.217580 55.687645 89.367381
Point2911	57.454037 36.651635 95.368978
Point2938	67.758936 41.647175 89.914819
Point2941	54.265161 61.878101 67.914054
Point2974	59.541802 61.870453 96.064350
Point3113	36.872784 67.992990 94.944640
Point3130	44.066604 51.217586 86.476152
Point3170	60.693602 51.126744 87.886127
Point3308	45.088172 34.500765 91.871409
Point3341	61.514631 45.891129 84.850946
Point3344	60.472949 50.513890 93.026932
Point3413	55.533559 70.306774 89.327613
Point3435	60.147444 55.911042 96.717711
Point3448	54.788032 32.499375 80.891336
Point3454	58.766102 64.731019 93.483302
Point3504	41.268312 62.720454 72.185169
Point3583	75.579564 43.090816 94.539477
Point3604	51.907744 54.023476 90.305756
Point3609	46.004446 55.231380 90.347940
Point3671	48.516402 28.106068 96.673469
Point3685	34.065489 37.944312 94.199842
Point3695	39.381934 68.354105 92.848535
Point3698	46.506071 31.480621 93.504910
Point3812	60.837589 55.469320 72.293872
Point3863	41.966085 65.542506 91.950621
Point3898	58.836848 52.188403 97.318449
Point3932	45.578899 65.173759 89.140963
Point4123	73.413853 48.325705 85.229183
Point4126	53.200760 68.704056 95.703435
Point4141	65.739110 48.334746 88.273070
Point4223	41.443143 42.817137 92.776256
Point4255	46.625448 29.246308 95.771035
Point4267	53.697441 59.176505 88.677840
Point4391	61.487993 55.299860 86.319144
Point4412	55.497419 41.645323 82.793113
Point4413	73.857742 49.064686 93.573220
Point4468	55.681549 52.983498 84.758807
Point4470	74.169824 54.355541 86.513948
Point4551	34.329242 66.650907 95.407762
Point4560	72.144841 57.908075 91.970495
Point4572	43.704167 74.053084 86.778577
Point4588	50.095985 33.314589 92.097150
Point4703	62.009804 60.008074 85.332750
Point4710	39.470871 43.625613 90.450863
Point4800	49.444538 43.669520 91.858299
Point4809	39.759282 42.805661 97.481796
Point4836	64.282601 60.237959 83.936024
Point4885	53.484332 42.463708 88.759527
Point4891	69.043794 44.092786 94.939516
Point4904	55.505221 40.661415 93.156983
Point4914	34.214334 37.230653 97.020254
Point4962	48.425214 64.427381 85.343223
-> Cluster15
Point56	7.931519 51.831744 48.858655
Point92	18.217641 39.669368 59.812081
Point131	18.003879 46.214330 49.815157
Point207	10.610875 64.666362 45.008008
Point211	15.372703 59.050073 40.504486
Point217	0.337520 50.547360 32.516321
Point235	4.347517 56.441096 28.219210
Point251	15.028543 53.204933 48.581923
Point267	2.253560 34.351930 42.720413
Point377	11.653376 65.978178 48.846174
Point389	8.576858 37.211169 59.483433
Point436	5.041051 40.143602 48.961516
Point512	9.575733 58.822698 38.819701
Point516	0.016860 29.974740 60.827620
Point532	27.906688 51.912082 37.458705
Point537	0.694677 58.837344 51.350750
Point628	24.824795 48.581505 31.900208
Point656	0.898754 67.344227 40.390632
Point676	4.971682 38.115073 37.456944
Point744	23.907747 67.743944 48.999238
Point787	3.222218 62.048568 57.059546
Point839	25.829306 68.137022 51.075866
Point870	1.938757 42.370001 70.549666
Point882	0.762417 54.365161 70.848089
Point899	3.272790 28.790073 49.188290
Point939	22.814092 66.242335 44.493809
Point961	17.471061 43.868143 53.666666
Point1021	15.686471 37.345176 41.790379
Point1110	15.046061 51.841502 53.657165
Point1154	17.098244 53.538579 35.546713
Point1195	20.977506 48.899127 63.202339
Point1224	0.022135 65.276036 49.085393
Point1242	21.425201 30.105186 56.741775
Point1261	4.219830 34.590861 69.640222
Point1318	30.825911 56.244468 39.801150
Point1358	6.946851 51.712155 60.143213
Point1374	20.996935 59.574349 54.320279
Point1398	12.576233 50.525822 65.855428
Point1439	12.201725 43.968563 52.456504
Point1446	14.134318 49.499112 28.408939
Point1553	28.252274 29.960859 40.275193
Point1560	20.590927 47.803924 68.657223
Point1576	26.055734 60.794659 43.758837
Point1630	7.919350 54.032517 36.834944
Point1639	11.038631 34.430551 59.072889
Point1744	12.519759 51.770978 28.514445
Point1769	6.710070 48.809672 47.031759
Point1806	7.263623 64.611898 40.156477
Point1848	17.584991 43.380804 53.196543
Point1879	4.392420 55.482398 54.391156
Point1916	24.123121 62.132128 54.877264
Point1921	22.885937 42.768437 70.079689
Point1931	7.993874 48.910110 46.261484
Point1973	0.193167 50.329568 44.426945
Point2039	6.744221 46.558018 51.278319
Point2087	0.996941 63.620311 36.829786
Point2124	15.887493 52.769080 47.512325
Point2128	7.969493 65.812863 44.617723
Point2164	13.015657 42.803788 51.326317
Point2175	2.136175 41.608825 52.031041
Point2239	4.654105 68.367595 49.068656
Point2252	4.894619 36.056550 46.867990
Point2258	21.068585 29.667928 48.227551
Point2301	8.994448 67.891714 47.096059
Point2440	24.276739 42.596663 35.917187
Point2443	5.717572 64.055539 38.178322
Point2496	15.128818 25.002332 48.331136
Point2579	4.467807 50.630234 74.327724
Point2658	20.125741 33.390268 51.556046
Point2674	16.673915 49.748177 68.286801
Point2683	22.886686 44.950275 39.980931
Point2688	14.475553 37.073752 43.045117
Point2718	4.910508 59.400295 37.294643
Point2720	4.911276 36.561004 63.315950
Point2747	5.991785 48.747995 53.204902
Point2780	2.831886 58.885139 39.693527
Point2807	5.884959 34.131881 40.614375
Point2817	3.887668 39.451690 69.984630
Point2819	5.013388 31.198730 47.235273
Point2845	17.688774 54.879279 53.231568
Point2909	11.513928 43.764510 38.269489
Point2950	3.201788 47.420922 67.740790
Point2996	19.225707 42.662693 51.325140
Point2998	12.349626 48.765980 70.641282
Point3096	1.118481 46.396969 34.576028
Point3177	0.717280 43.348993 54.278682
Point3214	10.605933 43.053971 48.088708
Point3218	12.366449 35.812605 54.406902
Point3236	9.893720 36.892221 67.807684
Point3244	11.769547 58.475024 49.915229
Point3284	11.795951 46.454284 57.540296
Point3306	13.092099 47.311987 30.017900
Point3310	15.227121 50.460420 67.020074
Point3347	6.904728 49.670202 53.785254
Point3371	1.938976 47.777673 63.391889
Point3400	23.987074 26.534408 49.413388
Point3415	15.815477 28.726255 47.093897
Point3437	2.618894 37.720936 63.034133
Point3529	5.016507 42.561894 66.635284
Point3533	3.940433 49.274900 58.805742
Point3610	26.799510 67.310936 47.580780
Point3755	11.639959 47.138813 71.759085
Point3772	11.882179 54.233971 42.805307
Point3790	16.498141 40.425244 66.463197
Point3791	23.240815 60.525368 51.959089
Point3847	3.653149 57.866490 44.972110
Point3848	1.062525 45.035491 37.040286
Point3987	16.860129 46.341907 50.466932
Point4071	0.429696 60.957403 34.928679
Point4079	11.402343 50.131399 48.103974
Point4102	6.469025 42.547093 30.937581
Point4122	16.059756 54.366869 48.102387
Point4151	0.974042 41.774314 60.776358
Point4224	4.124640 35.440722 59.114363
Point4253	2.293170 54.773659 31.946804
Point4264	6.976282 46.349927 28.570476
Point4320	12.078197 47.479974 67.109910
Point4351	5.226484 52.145463 40.024353
Point4416	4.188361 61.394175 43.853284
Point4512	15.992904 31.857930 60.500035
Point4576	28.944670 62.448368 45.924068
Point4604	22.615847 57.918556 42.208270
Point4656	8.802844 32.119521 59.665805
Point4657	2.461777 28.564478 61.321659
Point4676	8.008226 35.700542 47.853367
Point4713	4.730202 50.828187 52.968795
Point4728	19.820241 41.989901 59.522256
Point4739	0.700419 40.320538 50.711025
Point4744	14.433260 50.919682 50.414415
Point4771	0.844415 58.784780 55.213937
Point4772	14.387789 56.365040 42.072271
Point4810	12.443166 53.066408 46.843494
Point4824	1.088618 49.329845 29.954148
Point4849	17.808119 54.119498 45.249538
Point4936	4.978663 47.329589 58.310735
Point4976	9.312332 27.917467 58.228355
Point4979	26.199258 39.005526 37.404197
Point4989	6.707734 45.154999 34.048284
-> Cluster16
Point2	36.516326 0.299309 54.393205
Point125	48.068677 19.154375 83.937222
Point162	58.484442 2.492599 56.772146
Point167	50.489948 5.056383 70.996452
Point170	55.531028 4.391174 53.639107
Point183	53.659142 18.006383 60.841249
Point249	62.919181 1.065889 63.745064
Point289	54.545675 5.786555 69.865048
Point333	44.454622 10.186130 61.579825
Point370	65.430574 3.940509 51.564931
Point381	44.130031 2.925209 51.662012
Point392	38.482375 2.830581 78.399961
Point437	29.896258 0.734242 51.058760
Point474	45.381886 10.340887 59.971409
Point493	52.238400 16.714643 62.177455
Point505	43.624234 12.620324 45.552330
Point511	52.166699 6.750958 64.654220
Point545	56.699008 14.049616 67.553673
Point565	41.380909 3.895417 84.129187
Point581	64.377192 2.491006 42.742828
Point688	34.568322 0.470751 50.219156
Point715	27.324100 9.172568 52.667930
Point720	64.855973 5.537638 49.758132
Point751	67.452907 14.436762 53.883421
Point824	51.855672 20.740913 45.285646
Point837	53.400259 3.758997 78.663876
Point840	69.175372 11.285752 52.320399
Point851	53.116327 12.480376 49.167710
Point938	29.404563 10.206414 49.754859
Point1005	40.235536 15.270676 64.928083
Point1045	34.360065 10.241940 56.454413
Point1061	50.350945 10.194332 57.988517
Point1091	37.138012 6.482277 62.876391
Point1114	57.250730 16.742163 51.443975
Point1232	56.247124 0.508504 54.415129
Point1235	58.817125 3.290603 77.016180
Point1262	55.750525 1.557400 83.017526
Point1284	56.872426 0.525175 49.227327
Point1417	60.735453 21.205908 55.683998
Point1491	54.132304 0.656287 49.502876
Point1555	55.028609 14.718376 61.259272
Point1619	51.658343 0.714311 77.470680
Point1643	39.298939 1.429382 68.503398
Point1698	49.124523 9.439360 73.375080
Point1719	50.675330 23.346778 74.741365
Point1758	58.661858 8.157047 42.744904
Point1812	46.773333 0.853762 54.141526
Point1816	44.251833 18.597906 72.245429
Point1926	34.799975 7.656038 55.118556
Point1940	46.681327 10.600671 73.901291
Point2056	29.757697 1.532622 47.831274
Point2168	64.602687 4.534945 58.925276
Point2177	55.860230 1.685317 80.761322
Point2247	69.057567 5.207954 50.620308
Point2298	62.786795 1.183334 50.389629
Point2352	38.481968 8.886662 47.257590
Point2538	42.258808 1.035788 69.678609
Point2560	53.521456 26.858974 77.659669
Point2598	33.877595 2.991551 47.620736
Point2641	72.676328 3.470497 56.353687
Point2643	55.991472 11.973428 51.555955
Point2704	35.885160 6.033123 46.669449
Point2715	38.996119 18.960276 43.356675
Point2798	72.747967 10.163358 53.707373
Point2801	45.196264 2.590496 40.875485
Point2832	44.757030 2.454073 80.560728
Point2852	51.952906 11.014607 74.412968
Point2856	68.925767 1.009351 62.912665
Point2885	43.327884 14.790704 48.100184
Point2934	40.255009 0.637650 79.399200
Point3040	45.199059 3.788245 81.101214
Point3054	47.705440 10.180653 74.458045
Point3164	46.545723 7.554001 60.231733
Point3215	60.650034 3.888096 61.279112
Point3247	58.698155 0.198086 45.313037
Point3259	58.218925 4.344105 69.233780
Point3291	27.642554 12.992952 49.567232
Point3304	44.179809 4.422072 71.351557
Point3335	58.206241 13.054465 57.279435
Point3451	66.825839 25.968881 54.278748
Point3456	39.181230 1.317643 77.388196
Point3525	32.276468 18.471682 46.968442
Point3560	54.876719 7.287217 76.973217
Point3563	43.782170 9.429257 62.064446
Point3655	46.581253 15.526723 50.603229
Point3672	59.485017 2.543496 75.277798
Point3694	49.771184 1.016635 72.690008
Point3704	59.381519 4.189741 77.735898
Point3727	30.755676 0.710456 51.283392
Point3728	43.461408 4.331425 59.950802
Point3841	27.175285 5.580308 53.807710
Point3869	27.601726 17.702409 53.586727
Point3909	50.550837 24.895708 74.031946
Point3941	40.830111 4.296380 64.037071
Point4018	51.208895 0.633005 62.922776
Point4027	62.265811 5.255217 52.599718
Point4075	54.270153 13.832424 67.408508
Point4092	35.658200 12.038255 41.753064
Point4096	63.383306 8.454774 61.263415
Point4168	58.172332 4.993219 61.902791
Point4175	39.840802 13.004751 61.546816
Point4222	69.797233 0.998194 52.123446
Point4286	61.034439 1.141385 70.649730
Point4321	55.712269 0.039806 65.264517
Point4515	60.981442 4.479445 54.840844
Point4538	51.905897 8.527051 58.818707
Point4619	48.607461 7.817151 75.465402
Point4624	38.538053 1.200091 75.541623
Point4640	30.595455 7.346915 44.965108
Point4712	29.255270 9.542536 46.044501
Point4755	42.983466 6.640589 54.719361
Point4856	54.421649 2.144561 50.542580
Point4903	47.886755 1.662172 57.031832
Point4999	57.640489 1.189726 49.606069
-> Cluster17
Point18	24.345364 95.537159 51.643096
Point53	4.790385 90.586923 40.397547
Point104	24.901276 89.669790 52.514189
Point155	23.935226 93.072788 51.780319
Point272	15.251610 96.358803 67.183641
Point325	17.311069 89.171942 42.913272
Point354	4.277328 87.754064 57.437520
Point386	10.955171 89.337495 47.927979
Point411	6.536052 93.751555 55.272223
Point455	12.823225 91.816013 44.638379
Point621	5.963301 94.792072 40.522847
Point652	2.456717 82.968686 43.314694
Point661	14.858330 90.681404 55.642446
Point847	11.597648 92.320000 59.005336
Point991	2.702556 92.613168 62.080357
Point996	14.621464 92.495184 44.018632
Point1002	12.041885 96.528260 49.721828
Point1074	4.350153 84.798043 47.753977
Point1105	26.700914 96.716846 41.617000
Point1346	1.927058 89.163082 60.691732
Point1373	30.365461 93.373230 45.369444
Point1461	0.665784 96.563798 44.189114
Point1468	6.589716 83.824122 48.202353
Point1476	29.078455 96.722870 47.416874
Point1496	1.826994 96.684918 45.959105
Point1609	40.278019 97.677013 63.894519
Point1722	21.535602 93.069271 53.816840
Point1731	24.932401 95.187233 56.250457
Point1782	13.462748 89.411098 46.181546
Point1792	5.153772 97.340234 54.748885
Point1827	17.166683 97.027672 46.774575
Point1843	7.433593 89.080635 56.403723
Point1985	4.845521 93.541431 57.608973
Point2074	13.378509 88.445487 42.947385
Point2084	27.157463 92.803557 51.220040
Point2104	0.518280 78.041933 51.345924
Point2114	23.659164 96.312237 35.477125
Point2135	0.941127 86.945810 44.201559
Point2145	24.327105 88.759178 57.182591
Point2360	3.674025 90.270372 38.784880
Point2398	13.775162 96.716675 66.093960
Point2485	3.341285 95.458658 38.136976
Point2488	24.386104 96.509051 39.356546
Point2587	8.922452 93.729702 49.874582
Point2626	3.906822 80.367189 51.143186
Point2766	8.341656 92.519423 59.914317
Point2820	19.423158 95.573612 55.599782
Point2823	10.269027 74.731227 49.007519
Point2839	9.369458 75.644361 48.421978
Point2886	33.368476 92.543435 69.465615
Point2929	26.339022 96.794237 58.712926
Point2932	4.938304 77.300758 49.291267
Point2946	11.177567 77.501162 48.957449
Point2961	3.156482 84.103738 43.380446
Point3082	17.699691 88.872010 56.197214
Point3131	2.328647 92.808584 69.112596
Point3134	3.344478 97.293596 73.756223
Point3140	10.150252 96.125153 60.928104
Point3148	26.114621 84.700451 47.991284
Point3190	32.551397 96.372687 69.921837
Point3192	37.499478 97.356846 62.126250
Point3201	6.772816 73.606296 43.341463
Point3269	36.611457 95.677800 59.559161
Point3290	26.820408 87.402400 42.189772
Point3399	10.637017 78.918640 50.679744
Point3481	2.725971 86.113763 53.951238
Point3502	15.082069 89.203368 56.145026
Point3511	0.920530 84.066606 41.562779
Point3554	29.691165 88.902237 54.990933
Point3567	10.963845 90.316110 48.903187
Point3611	28.843168 93.699357 61.647190
Point3615	17.556985 80.434079 50.175255
Point3631	7.282541 91.864073 56.004957
Point3658	6.350638 87.000079 45.600968
Point3688	28.211561 80.917466 48.553265
Point3758	5.088612 78.214231 42.433008
Point3776	2.256336 78.020801 55.402832
Point3983	0.159971 85.913958 59.716357
Point4032	31.294257 97.570729 75.428014
Point4073	7.539528 95.106709 57.800270
Point4118	31.787254 92.645805 50.911400
Point4148	16.000621 96.701950 54.941924
Point4163	2.314712 92.953848 52.230676
Point4186	17.795388 95.578819 56.836982
Point4355	6.319526 87.056113 52.135226
Point4363	17.697803 91.082662 45.789390
Point4475	1.246618 93.688311 63.557865
Point4478	6.560540 96.867108 37.849262
Point4479	20.404400 95.247569 46.335887
Point4486	9.053193 97.826814 33.604086
Point4536	3.566705 95.561456 72.827200
Point4565	1.890748 82.335980 56.558995
Point4584	7.475557 97.059669 41.788713
Point4694	17.126803 90.000551 45.178166
Point4763	2.423165 76.737030 52.816372
Point4790	33.630605 96.262609 71.368649
Point4839	3.156456 72.720218 49.854161
Point4915	3.818099 95.613486 36.683418
Point4939	1.907871 80.989655 44.920146
Point4947	0.735968 89.948700 61.411017
Point4951	0.733970 93.030409 70.287379
Point4965	18.166882 96.903534 60.390498
-> Cluster18
Point29	79.731911 46.211175 22.899654
Point73	92.273025 48.157991 14.683987
Point95	77.449153 35.182457 6.862618
Point132	88.763010 44.218934 13.975504
Point143	86.539836 54.060701 4.482743
Point197	76.684853 41.047137 14.752307
Point296	75.573683 40.768077 0.459842
Point336	96.205149 17.188057 3.580791
Point399	72.454727 54.436377 2.200553
Point406	77.433504 52.560730 20.982377
Point484	75.019713 27.391582 2.193044
Point670	87.285280 55.142824 12.089134
Point686	91.858374 45.079422 26.068106
Point701	94.113943 25.398274 2.242859
Point725	87.675867 55.783848 24.016856
Point772	89.609114 46.444493 13.218662
Point860	74.477380 59.779086 3.598890
Point985	86.027591 40.741391 5.678911
Point1044	87.095577 44.698072 6.366538
Point1198	82.570205 50.257172 22.452067
Point1294	87.411562 38.397624 6.880047
Point1319	92.186157 16.397388 9.238261
Point1351	92.111978 49.210365 4.464650
Point1360	97.432530 37.004694 4.411701
Point1385	93.428574 40.062104 25.098269
Point1386	81.177361 48.163174 16.909322
Point1459	77.444088 51.386065 9.849378
Point1510	78.386103 56.896787 2.753270
Point1516	91.554334 22.506958 4.937032
Point1723	89.928808 47.193696 4.529511
Point1735	72.413734 40.634501 4.530609
Point1821	91.326668 15.574664 8.022170
Point1854	66.963063 34.560019 3.230963
Point1877	95.211233 34.298953 15.080481
Point2029	94.820254 47.773720 4.359575
Point2031	74.091803 55.813077 8.225582
Point2060	75.930500 51.319127 24.612739
Point2120	96.403789 21.391102 8.962970
Point2207	89.056561 51.126631 11.758794
Point2237	95.018879 52.329777 5.795038
Point2275	78.867203 53.315608 14.074880
Point2296	76.387457 19.956758 4.256143
Point2391	73.264376 32.460073 3.750271
Point2423	88.268294 45.561098 9.576837
Point2438	76.393520 36.993283 2.736202
Point2468	83.253373 43.474161 2.493532
Point2470	74.098893 38.637374 14.708967
Point2471	85.132830 52.547278 5.255616
Point2498	95.421055 54.447611 7.817155
Point2556	97.735300 57.715683 2.742598
Point2634	81.826832 48.996694 22.613070
Point2753	86.086934 28.690681 6.905569
Point2761	92.528239 36.826385 2.654387
Point2793	62.884308 28.637655 0.070259
Point2927	69.550066 30.755594 1.008662
Point2937	91.813284 47.120312 7.946305
Point2948	94.951497 29.631755 0.844121
Point2969	64.413687 36.188201 3.383770
Point3069	85.934310 20.945939 5.338048
Point3149	88.804279 20.411230 7.941175
Point3189	87.725121 51.213302 16.887198
Point3239	89.907925 18.004380 6.301884
Point3240	92.831273 48.444336 23.364688
Point3270	89.965488 44.692336 23.541528
Point3276	83.141974 46.592452 13.656687
Point3287	93.016757 31.572975 6.202980
Point3512	81.022983 34.230945 2.728459
Point3547	86.648084 48.829812 0.238268
Point3576	70.293101 54.848167 3.847076
Point3588	96.865691 39.125944 15.217666
Point3661	83.588092 38.735181 0.221417
Point3736	94.430452 59.057654 3.611550
Point3795	70.780743 25.362566 1.163412
Point3811	91.523326 27.929179 0.817111
Point3842	86.923212 41.156577 19.559523
Point4046	85.247303 44.096099 15.601684
Point4053	93.732444 51.356760 1.249280
Point4085	70.573658 26.039898 4.551209
Point4162	77.675488 35.947565 1.982767
Point4173	86.050301 40.561751 3.199729
Point4180	88.801585 32.069061 11.458833
Point4181	88.164428 50.557226 21.014465
Point4196	81.246647 21.223382 5.780324
Point4200	92.237123 25.940839 6.980031
Point4213	74.555526 34.396875 13.851574
Point4216	97.088146 38.214318 9.530501
Point4268	89.629442 18.013701 6.995571
Point4278	83.227867 14.860496 2.730554
Point4378	92.311281 42.468734 0.440609
Point4401	97.164457 40.075754 20.847425
Point4480	96.789805 51.799064 6.775581
Point4499	95.329061 17.825667 2.099040
Point4668	56.874903 34.204707 0.204772
Point4677	83.335067 37.035919 9.438829
Point4721	92.210425 22.658539 4.963405
Point4748	83.538684 24.133643 0.495809
Point4795	87.368070 33.020021 3.016553
Point4820	88.297878 15.012152 1.496322
Point4870	66.000439 45.913209 1.028663
Point4929	90.943731 20.451991 6.764581
Point4991	82.943788 46.956380 9.170691
-> Cluster19
Point216	47.499738 90.083370 75.645180
Point248	43.790270 86.689160 89.909393
Point329	57.829259 86.923747 96.512204
Point429	31.162875 87.936937 97.955228
Point509	52.273851 87.693595 86.529002
Point606	39.580791 86.913118 73.328480
Point633	41.073394 96.798634 80.527652
Point649	53.998744 92.384723 92.643250
Point675	37.627850 88.408974 94.924178
Point809	21.299295 97.202854 88.958883
Point888	57.689398 92.639980 78.063373
Point895	47.604630 89.054898 93.571471
Point948	44.356219 83.378314 86.728644
Point974	57.597958 97.759306 84.817920
Point1124	39.507876 94.951149 69.816408
Point1267	50.443401 94.739837 95.716262
Point1293	43.162934 83.662651 95.391730
Point1304	50.668975 83.131160 89.559860
Point1395	55.679490 84.773703 91.752530
Point1401	58.778392 96.898537 83.333371
Point1486	47.011864 92.054425 73.501555
Point1490	50.399947 89.466596 89.994497
Point1530	63.902839 92.860361 95.722403
Point1548	41.113043 80.021706 93.314228
Point1557	37.242667 85.769518 97.756969
Point1598	53.467243 76.665384 94.712890
Point1627	65.672464 90.389967 94.294606
Point1781	51.688976 88.037581 79.020208
Point1833	41.387735 91.171013 94.034327
Point1860	46.687108 81.936319 82.360206
Point1927	33.018011 91.885576 92.219880
Point1954	49.184490 96.538170 76.421814
Point2006	43.165315 97.126644 92.270556
Point2019	23.217899 92.566035 94.747878
Point2092	62.765500 77.378827 96.600506
Point2189	41.189424 95.102703 83.971058
Point2246	22.512006 94.285667 93.180976
Point2307	39.056179 82.725743 94.197649
Point2376	46.425059 92.058873 87.726354
Point2458	40.968587 97.500913 76.829238
Point2501	49.004109 83.886575 79.973662
Point2502	49.166091 86.789399 95.738867
Point2549	42.345222 76.270930 87.747981
Point2619	59.122265 78.309318 93.150959
Point2655	44.781772 93.022538 84.924460
Point2672	66.415027 95.650509 95.405198
Point2758	38.676139 89.075715 94.003725
Point2816	55.850582 79.457533 87.935442
Point2889	40.745286 95.060377 78.544308
Point2975	55.617045 87.986101 75.598537
Point2984	44.311694 84.970647 78.613971
Point3014	35.324588 91.805369 97.009234
Point3273	56.109404 91.126933 93.809144
Point3361	55.678640 88.054252 97.647409
Point3397	52.724365 76.037491 84.752649
Point3444	36.659637 91.301685 74.974079
Point3472	30.377411 91.799920 93.759050
Point3552	37.186686 74.551970 94.967693
Point3597	47.026026 83.841425 84.018637
Point3646	56.222676 78.108058 89.494826
Point3700	59.851293 80.455857 96.903227
Point3711	55.374972 85.845565 90.201252
Point3719	44.107156 76.793983 86.223667
Point3745	51.170743 93.335803 95.230136
Point3749	45.244745 80.476329 75.503062
Point3800	27.344263 95.611399 95.303985
Point3844	27.645704 94.750569 92.258223
Point3891	50.124053 96.670662 71.226739
Point3988	63.658866 85.769879 96.040893
Point4011	29.818638 93.431546 88.502928
Point4179	44.931270 94.313358 88.882852
Point4209	28.454579 95.479689 94.447431
Point4279	40.202047 93.642739 79.869323
Point4281	59.759701 88.237418 97.237693
Point4307	37.133490 91.110624 71.001822
Point4316	62.774186 83.761754 96.250081
Point4349	49.606939 88.138536 78.969786
Point4366	40.245020 87.737270 97.570063
Point4375	46.406044 91.821268 76.987504
Point4379	26.137756 89.956259 93.116363
Point4418	40.614200 93.429000 67.224642
Point4436	66.186988 94.458704 95.390015
Point4466	46.822729 81.769466 83.699199
Point4481	33.932825 91.388993 89.004982
Point4491	59.204986 96.155513 92.691365
Point4509	19.334909 86.845917 96.698219
Point4704	45.482369 88.164770 79.911452
Point4837	38.765662 81.012170 92.583377
Point4879	39.545250 75.655977 89.792469
Point4977	44.553823 83.694826 92.543229
Point4996	31.567559 85.259188 96.118485
-> Cluster20
Point46	3.201871 14.601865 50.590420
Point52	9.317688 7.125731 57.983283
Point58	2.286027 8.026513 65.861972
Point100	2.118879 3.241482 49.000461
Point234	6.364530 16.585566 52.996685
Point278	1.261019 15.930605 58.006813
Point281	6.572905 4.743548 60.493357
Point476	14.861231 4.296836 59.727070
Point614	27.672858 1.291369 41.339856
Point762	29.465814 12.339928 38.523949
Point835	14.821580 12.558541 54.770528
Point879	2.326741 9.290374 46.371594
Point917	2.031924 6.262930 70.862300
Point969	13.978325 4.030832 41.770661
Point987	4.812293 4.151018 47.421228
Point994	22.891264 21.423608 45.705460
Point1036	14.586513 6.261851 55.611787
Point1065	18.033908 9.039279 47.562446
Point1093	2.029358 8.357674 45.214951
Point1153	2.686890 20.588431 57.856903
Point1185	19.947513 2.270429 44.648072
Point1231	22.072242 2.632793 51.177472
Point1359	10.645971 8.885547 47.019817
Point1404	5.236371 0.654125 41.982376
Point1419	12.637174 2.421100 55.310168
Point1554	9.001164 0.573646 69.264044
Point1562	1.715215 6.261044 53.832257
Point1616	25.970299 22.278151 45.599586
Point1631	2.027283 21.527156 60.329616
Point1694	7.207816 17.635136 54.459434
Point1780	5.228655 5.837948 57.438728
Point1810	26.457521 15.898513 44.378737
Point1857	14.540313 20.671312 53.850145
Point1965	5.341391 22.253900 55.660029
Point2002	0.570317 1.015637 28.158362
Point2061	11.847179 14.237032 54.724905
Point2112	10.512043 20.444715 51.346519
Point2495	4.532538 3.916160 45.084931
Point2515	2.930939 18.378647 59.012013
Point2523	4.010092 3.308996 40.882134
Point2535	1.263372 0.822670 47.892605
Point2570	33.417401 9.715559 40.214642
Point2623	3.610925 14.341293 51.479151
Point2734	10.332494 8.690863 50.814261
Point2748	22.968249 6.867503 48.450701
Point2784	21.476164 7.317278 57.131122
Point2895	12.267398 0.827185 34.057060
Point2933	2.155890 21.904384 56.962687
Point2964	22.323739 13.596048 51.935302
Point3076	17.050550 7.326857 50.728845
Point3125	0.027887 11.867664 71.098085
Point3161	9.868325 0.966990 67.257660
Point3163	16.343073 5.848237 55.986606
Point3197	8.751570 4.305797 51.562362
Point3206	5.371634 0.888971 69.394249
Point3248	24.544863 2.882362 64.233412
Point3264	2.340594 0.832927 30.297695
Point3282	2.778792 11.931116 63.248542
Point3296	1.877058 1.838302 40.471545
Point3430	10.576115 6.218509 57.096818
Point3520	1.252423 11.511449 50.217686
Point3581	23.372548 3.024162 52.722868
Point3730	7.236548 3.404948 50.840474
Point3814	7.050797 0.426832 64.285556
Point3826	0.410067 0.540469 31.362860
Point3889	8.696444 3.345123 37.300965
Point3903	20.363824 4.405718 41.159342
Point3928	6.596540 10.876566 59.921864
Point4138	5.711201 0.698351 72.771036
Point4174	2.935771 3.629095 75.980619
Point4202	17.669212 22.467952 46.907735
Point4228	11.437001 0.979589 42.864684
Point4232	12.640258 4.135236 45.483407
Point4263	25.518957 4.838183 45.911219
Point4312	2.024538 17.794397 50.413071
Point4513	4.768275 5.515196 62.095382
Point4547	27.751994 5.147371 36.545385
Point4559	3.276450 13.364380 60.357807
Point4620	31.148509 18.517520 40.715834
Point4681	15.774018 0.808283 54.095967
Point4726	25.305187 18.619350 51.044795
